Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T7898,3488,3477.97,POS Payment,15,Desktop,Chicago,1,54,1,Net Banking,0
T7899,2876,2605.2,POS Payment,4,Desktop,New York,2,64,7,UPI,0
T7900,2212,950.73,Bank Transfer,7,Tablet,Houston,3,97,7,Debit Card,0
T7901,3462,1588.77,Bank Transfer,13,Tablet,,2,76,12,Credit Card,0
T7902,2362,466.01,POS Payment,13,Mobile,Miami,0,52,14,Credit Card,0
T7903,2630,2165.9,Online Purchase,16,Desktop,Miami,4,11,5,UPI,0
T7904,2204,3048.91,Bill Payment,2,Desktop,San Francisco,3,108,14,Credit Card,0
T7905,1287,597.06,Bill Payment,14,Tablet,Houston,1,104,13,Net Banking,0
T7906,2857,,Bill Payment,,,Boston,1,47,4,UPI,0
T7907,1186,4464.9,Bank Transfer,11,Mobile,Seattle,4,23,9,UPI,0
T7908,2907,1691.93,Bill Payment,3,Tablet,New York,4,61,13,Net Banking,0
T7909,2161,1114.06,ATM Withdrawal,11,Desktop,New York,2,20,2,Credit Card,0
T7910,1129,4465.57,Bank Transfer,1,Mobile,Seattle,0,36,3,Debit Card,0
T7911,3241,3461.27,ATM Withdrawal,2,Desktop,Chicago,1,56,12,,0
T7912,3363,531.45,Bank Transfer,1,Tablet,Boston,1,98,5,UPI,0
T7913,4856,2043.52,Bank Transfer,1,Desktop,Seattle,4,5,3,Credit Card,0
T7914,2887,3372.08,Bill Payment,12,Tablet,Seattle,0,64,8,Debit Card,0
T7915,1143,2874.05,Bank Transfer,12,Tablet,Miami,4,82,4,Debit Card,0
T7916,1015,,ATM Withdrawal,9,Tablet,Chicago,1,107,8,Debit Card,0
T7917,4373,2837.84,Online Purchase,,Tablet,Boston,4,68,1,UPI,0
T7918,3470,3991.32,ATM Withdrawal,11,Mobile,San Francisco,2,6,7,Credit Card,0
T7919,1244,1605.53,POS Payment,2,Tablet,San Francisco,4,52,9,Net Banking,0
T7920,1926,3543.77,Bank Transfer,23,Mobile,Miami,1,10,6,Net Banking,1
T7921,4178,,ATM Withdrawal,21,Tablet,San Francisco,1,46,7,UPI,0
T7922,4159,1952.84,Bill Payment,16,Mobile,Miami,4,2,10,Credit Card,0
T7923,3176,3956.29,POS Payment,15,Mobile,Los Angeles,0,103,13,Net Banking,0
T7924,1906,1234.32,Online Purchase,5,Desktop,Seattle,1,118,9,Debit Card,0
T7925,1886,1413.07,ATM Withdrawal,18,Tablet,San Francisco,3,64,5,Credit Card,0
T7926,1340,4674.65,ATM Withdrawal,2,Mobile,New York,4,84,3,UPI,0
T7927,3051,134.56,ATM Withdrawal,3,Tablet,Houston,1,28,7,Net Banking,0
T7928,4398,1091.05,POS Payment,7,Mobile,San Francisco,3,58,3,Debit Card,0
T7929,2433,2417.19,Bill Payment,6,Desktop,Houston,4,90,14,UPI,0
T7930,4950,2012.23,POS Payment,2,Desktop,Seattle,0,98,6,UPI,0
T7931,1305,3147.7,Bill Payment,0,Tablet,Seattle,2,2,8,UPI,0
T7932,1907,967.65,Bill Payment,21,Mobile,Miami,2,33,4,UPI,0
T7933,3654,357.38,Online Purchase,15,Tablet,Seattle,1,117,6,Invalid Method,0
T7934,4792,1849.82,Bank Transfer,13,Tablet,Boston,2,70,2,Net Banking,0
T7935,4296,2624.15,Bank Transfer,0,Unknown Device,Houston,0,110,10,Credit Card,0
T7936,2371,2812.2,ATM Withdrawal,15,,Chicago,3,91,7,Debit Card,0
T7937,4039,3009.46,Bank Transfer,4,Mobile,Miami,4,29,1,Net Banking,0
T7938,1320,2745.57,ATM Withdrawal,15,Mobile,Los Angeles,0,104,4,UPI,0
T7939,1558,1232.53,POS Payment,3,Desktop,Houston,4,88,12,Credit Card,0
T7940,2204,3823.93,Bank Transfer,5,Tablet,Boston,1,78,3,Debit Card,0
T7941,3665,443.46,Online Purchase,17,Mobile,New York,1,110,3,Debit Card,0
T7942,3758,995.78,Online Purchase,17,Tablet,Miami,1,15,7,Debit Card,0
T7943,2409,3698.19,Online Purchase,4,Mobile,Seattle,1,74,10,UPI,0
T7944,2641,1402.23,POS Payment,0,Desktop,,1,19,2,Net Banking,0
T7945,4863,,ATM Withdrawal,11,Tablet,Houston,0,15,9,Debit Card,0
T7946,4843,1639.35,POS Payment,18,Mobile,Seattle,3,66,11,Net Banking,0
T7947,2131,2537.37,POS Payment,,Unknown Device,Miami,3,2,12,Net Banking,1
T7948,3578,1736.55,POS Payment,5,Tablet,New York,0,74,10,UPI,0
T7949,3457,4971.07,Bill Payment,14,Mobile,San Francisco,4,19,2,Net Banking,0
T7950,4367,1790.6,POS Payment,15,Mobile,Boston,4,50,13,UPI,0
T7951,1817,3137.11,Bank Transfer,0,Desktop,Boston,4,33,8,Credit Card,0
T7952,2194,4442.27,ATM Withdrawal,10,Desktop,Houston,3,81,11,Debit Card,0
T7953,4402,3191.49,Online Purchase,17,Unknown Device,San Francisco,4,28,2,UPI,0
T7954,3540,2831.46,Bill Payment,17,Unknown Device,Los Angeles,3,117,11,UPI,0
T7955,4266,2848.3,ATM Withdrawal,13,Desktop,Los Angeles,4,15,7,Debit Card,0
T7956,1011,2484.82,ATM Withdrawal,8,Desktop,,3,36,14,Debit Card,0
T7957,1194,4038.86,POS Payment,,Unknown Device,Seattle,4,64,9,Net Banking,0
T7958,3537,256.87,Online Purchase,1,Mobile,New York,2,84,12,Debit Card,1
T7959,3842,4426.22,ATM Withdrawal,,Mobile,Boston,2,118,5,,0
T7960,3928,2933.53,Bank Transfer,16,Mobile,Houston,4,94,6,UPI,0
T7961,3229,4245.12,Online Purchase,20,Tablet,Los Angeles,0,43,1,Debit Card,0
T7962,4009,56.91,Bank Transfer,7,Desktop,Seattle,3,37,10,Net Banking,0
T7963,4888,4347.04,Bill Payment,20,Mobile,Houston,2,98,7,Credit Card,0
T7964,1655,605.09,ATM Withdrawal,1,Desktop,Miami,1,65,3,UPI,0
T7965,2921,,Bill Payment,10,Tablet,Chicago,3,38,5,Debit Card,0
T7966,4387,2085.52,Bank Transfer,0,Tablet,Seattle,4,32,13,Net Banking,0
T7967,3741,3406.96,Bill Payment,,Tablet,San Francisco,3,12,7,UPI,0
T7968,3077,3142.81,Bank Transfer,22,Mobile,Seattle,0,89,6,UPI,0
T7969,2619,821.17,POS Payment,6,Mobile,Boston,2,100,9,UPI,0
T7970,4749,2575.5,POS Payment,21,Desktop,,3,92,7,Invalid Method,0
T7971,4867,1389.77,Bill Payment,21,Tablet,New York,0,45,6,UPI,0
T7972,4864,2804.38,Bank Transfer,16,Desktop,Miami,3,59,2,Debit Card,0
T7973,2119,3691.33,ATM Withdrawal,10,Tablet,New York,3,19,6,,0
T7974,4452,410.89,Online Purchase,1,Mobile,Houston,1,112,10,Debit Card,0
T7975,1777,2581.23,Bill Payment,2,Desktop,San Francisco,4,106,2,UPI,0
T7976,1443,3090.06,ATM Withdrawal,11,Mobile,San Francisco,3,50,13,Credit Card,0
T7977,1297,1480.36,Bank Transfer,,Desktop,New York,3,17,10,Net Banking,0
T7978,1807,4765.25,Bank Transfer,16,Mobile,Chicago,1,104,7,Debit Card,0
T7979,2760,2603.91,Bill Payment,9,Unknown Device,Seattle,3,52,6,UPI,0
T7980,1844,916.67,ATM Withdrawal,4,,Los Angeles,3,34,14,Invalid Method,0
T7981,2015,543.4,Bill Payment,12,Tablet,Miami,0,83,7,Invalid Method,0
T7982,2384,2710.59,POS Payment,9,Tablet,Chicago,0,67,8,Credit Card,0
T7983,2397,1879.32,Bank Transfer,7,Tablet,Chicago,0,19,2,Debit Card,0
T7984,1553,966.77,POS Payment,21,Mobile,,1,111,2,UPI,1
T7985,3350,158.34,Bill Payment,7,Mobile,Seattle,3,67,9,Credit Card,0
T7986,1420,2835.17,Bank Transfer,7,Desktop,Houston,0,2,6,Net Banking,0
T7987,2269,2995.01,Bill Payment,13,Tablet,Seattle,3,70,4,Net Banking,0
T7988,4791,713.3,Online Purchase,7,Tablet,Boston,2,20,7,Net Banking,0
T7989,2260,3010.68,ATM Withdrawal,20,Tablet,Los Angeles,0,97,1,,0
T7990,4605,4760.1,Bank Transfer,5,Desktop,,1,52,4,Debit Card,0
T7991,1184,4891.59,Bank Transfer,5,Tablet,New York,1,32,14,Debit Card,0
T7992,1467,4443.02,POS Payment,8,Desktop,Miami,3,65,14,UPI,0
T7993,3801,4036.36,Online Purchase,21,Mobile,Houston,0,119,1,UPI,0
T7994,3410,1050.79,POS Payment,,Mobile,,0,25,14,Debit Card,0
T7995,2306,786.39,ATM Withdrawal,19,Desktop,,1,47,12,Debit Card,0
T7996,2576,2227.51,Bill Payment,18,Tablet,Chicago,2,2,13,UPI,0
T7997,1335,3100.06,Online Purchase,7,Tablet,Los Angeles,2,65,5,UPI,0
T7998,3209,4254.14,POS Payment,6,Mobile,Seattle,0,32,12,UPI,0
T7999,4231,1163.66,Bill Payment,12,Tablet,San Francisco,0,24,10,Net Banking,0
T8000,2497,2400.84,ATM Withdrawal,23,Desktop,Los Angeles,4,116,10,Net Banking,0
T8001,4672,3238.96,ATM Withdrawal,21,Tablet,Los Angeles,1,74,3,UPI,0
T8002,4393,2230.74,Online Purchase,10,Desktop,San Francisco,0,92,14,Credit Card,0
T8003,3059,2273.7,Online Purchase,14,Desktop,San Francisco,1,9,6,UPI,0
T8004,2447,1129.46,Bank Transfer,18,,New York,0,75,5,Debit Card,0
T8005,4144,4933.37,ATM Withdrawal,20,Desktop,Miami,3,17,8,Net Banking,0
T8006,1587,2378.59,Bank Transfer,2,Desktop,Boston,3,67,8,Credit Card,0
T8007,2881,2666.05,Bill Payment,9,Desktop,Seattle,3,8,12,UPI,0
T8008,1200,1096.7,Online Purchase,12,Tablet,Los Angeles,3,13,7,Credit Card,1
T8009,1521,2573.11,Bank Transfer,4,,New York,1,27,14,Debit Card,0
T8010,2887,1280.47,ATM Withdrawal,13,Tablet,Miami,2,88,3,UPI,0
T8011,3552,1015.67,Bill Payment,4,Desktop,Seattle,3,20,11,,0
T8012,4809,1382.23,Online Purchase,5,Mobile,Seattle,4,102,3,UPI,0
T8013,2711,,ATM Withdrawal,22,Mobile,Chicago,2,77,2,UPI,0
T8014,1787,2852.9,POS Payment,11,Tablet,Boston,3,20,3,Credit Card,0
T8015,4110,1940.46,Bill Payment,,Tablet,Houston,2,33,4,Debit Card,0
T8016,1059,4493.95,Bill Payment,7,Tablet,Seattle,4,40,7,Net Banking,0
T8017,1577,208.33,POS Payment,1,,Miami,1,76,5,Net Banking,0
T8018,1320,220.79,Online Purchase,7,Mobile,New York,0,36,14,Debit Card,0
T8019,2458,4429.94,ATM Withdrawal,10,Unknown Device,New York,3,34,4,Net Banking,0
T8020,4707,637.59,Bill Payment,3,Unknown Device,Miami,4,42,9,Credit Card,0
T8021,4747,15.79,Bank Transfer,16,Tablet,Boston,0,9,14,Credit Card,0
T8022,4479,898.67,Online Purchase,12,Desktop,Los Angeles,2,117,3,Credit Card,0
T8023,3037,4120.26,Online Purchase,22,Desktop,New York,4,41,13,Net Banking,0
T8024,1922,4014.56,ATM Withdrawal,,Desktop,Seattle,2,69,11,Credit Card,0
T8025,2409,1703.96,POS Payment,8,Mobile,San Francisco,0,54,14,Credit Card,0
T8026,2694,3341.81,Bill Payment,3,Desktop,San Francisco,1,84,2,Net Banking,0
T8027,1568,2538.71,Bill Payment,14,Desktop,,0,11,10,Debit Card,0
T8028,2101,4524.15,Bank Transfer,7,Mobile,New York,1,90,9,UPI,0
T8029,4265,286.84,Bank Transfer,6,Mobile,Boston,0,16,13,Invalid Method,0
T8030,4356,,Bank Transfer,19,Tablet,Los Angeles,4,18,13,Credit Card,1
T8031,1526,857.14,Bank Transfer,,Desktop,Houston,4,98,11,Net Banking,0
T8032,3571,1961.15,ATM Withdrawal,16,Tablet,Los Angeles,4,74,8,Net Banking,0
T8033,3660,963.83,ATM Withdrawal,19,Mobile,,4,60,10,Net Banking,0
T8034,4227,3514.56,Bank Transfer,16,Desktop,Houston,3,112,5,Debit Card,0
T8035,4411,3393.24,Bank Transfer,12,Tablet,San Francisco,2,52,11,UPI,0
T8036,3172,2741.75,Bank Transfer,11,Mobile,Seattle,1,108,4,UPI,0
T8037,1870,3492.32,Bill Payment,11,Tablet,San Francisco,1,55,4,Debit Card,0
T8038,1279,3199.63,ATM Withdrawal,1,Desktop,Los Angeles,0,111,5,UPI,0
T8039,3964,3883.33,Online Purchase,17,Desktop,Houston,2,119,13,Net Banking,0
T8040,4977,1200.84,ATM Withdrawal,11,Desktop,Seattle,0,104,1,Net Banking,1
T8041,3669,2147.42,ATM Withdrawal,17,Desktop,Seattle,1,87,13,,0
T8042,3893,762.37,Bill Payment,23,Tablet,Miami,4,33,1,Debit Card,0
T8043,2892,2150.82,Bill Payment,21,Unknown Device,Miami,3,31,10,Debit Card,0
T8044,4729,3509.95,Bank Transfer,7,Desktop,Chicago,2,81,6,Net Banking,0
T8045,2751,3458.5,POS Payment,2,Desktop,Chicago,2,88,1,Net Banking,0
T8046,4981,3548.59,ATM Withdrawal,,,San Francisco,4,4,13,Net Banking,0
T8047,1673,1547.29,POS Payment,,Desktop,Houston,4,94,7,Net Banking,0
T8048,2151,3312.76,Online Purchase,3,Unknown Device,Boston,4,98,14,Net Banking,0
T8049,3361,1840.49,Bank Transfer,1,Desktop,Miami,3,23,13,Credit Card,0
T8050,1331,4722.74,ATM Withdrawal,13,Desktop,,4,102,2,Net Banking,0
T8051,2173,1720.11,Bill Payment,17,Mobile,San Francisco,2,33,11,UPI,0
T8052,3039,3017.08,Bill Payment,8,Desktop,New York,2,107,7,UPI,0
T8053,2477,3751.98,POS Payment,1,Tablet,Chicago,1,22,7,Net Banking,0
T8054,1035,4532.51,Bill Payment,21,Desktop,Seattle,2,92,12,Debit Card,0
T8055,2708,2192.45,POS Payment,4,Mobile,San Francisco,4,114,12,Net Banking,0
T8056,2443,1805.62,Bank Transfer,2,Tablet,San Francisco,2,12,1,Net Banking,0
T8057,4093,2152.99,POS Payment,14,Tablet,Miami,4,89,12,UPI,0
T8058,3253,1621.86,ATM Withdrawal,5,Mobile,New York,2,103,11,UPI,0
T8059,3686,3271.35,Bill Payment,15,Tablet,New York,0,37,1,Debit Card,0
T8060,3895,4663.92,Bill Payment,2,Desktop,Houston,3,48,4,Credit Card,0
T8061,2379,634.72,ATM Withdrawal,8,Mobile,San Francisco,2,9,14,UPI,1
T8062,1439,2806.81,Online Purchase,21,Tablet,San Francisco,3,55,5,UPI,0
T8063,3776,4488.76,Bank Transfer,20,Desktop,Boston,4,78,1,Invalid Method,0
T8064,2119,505.07,POS Payment,6,Mobile,Boston,4,69,5,Debit Card,0
T8065,3988,2471.86,Bank Transfer,,Mobile,Los Angeles,1,82,7,Net Banking,1
T8066,1163,4326.82,ATM Withdrawal,10,Mobile,Seattle,1,25,8,Net Banking,0
T8067,1147,4502.76,Bank Transfer,12,Mobile,Los Angeles,0,13,3,UPI,0
T8068,4601,2574.19,Online Purchase,6,Mobile,San Francisco,1,77,1,Debit Card,0
T8069,3341,129.63,Bank Transfer,16,Tablet,New York,2,79,6,Debit Card,0
T8070,1194,532.67,POS Payment,3,Mobile,New York,3,92,14,Credit Card,0
T8071,1662,2935.65,ATM Withdrawal,,Mobile,Houston,4,119,10,Credit Card,0
T8072,1479,623.67,Online Purchase,10,Desktop,San Francisco,2,9,14,Debit Card,0
T8073,4948,751.34,Online Purchase,,Mobile,San Francisco,4,31,11,Debit Card,0
T8074,1122,3861.72,Online Purchase,19,Desktop,Chicago,3,69,2,Credit Card,0
T8075,2423,3754.71,Bill Payment,16,Desktop,Los Angeles,0,9,2,UPI,0
T8076,3746,4214.65,Bank Transfer,8,Unknown Device,Miami,3,56,6,UPI,0
T8077,1964,533.15,POS Payment,19,Tablet,Seattle,1,86,8,UPI,0
T8078,4523,994.73,Bill Payment,8,Tablet,Seattle,2,68,4,Credit Card,0
T8079,3708,4165.64,POS Payment,18,Desktop,Seattle,3,99,12,Debit Card,1
T8080,4175,3606.83,POS Payment,20,Mobile,San Francisco,2,94,5,Net Banking,0
T8081,2778,4030.75,POS Payment,5,Tablet,Los Angeles,1,6,2,Invalid Method,0
T8082,2485,4948.78,POS Payment,20,Tablet,San Francisco,0,89,9,Debit Card,0
T8083,4814,4322.84,Bank Transfer,1,Mobile,Los Angeles,2,41,10,UPI,0
T8084,3014,,Bank Transfer,23,Desktop,Miami,1,100,3,UPI,0
T8085,4789,1557.29,POS Payment,0,Desktop,Seattle,4,26,11,Net Banking,0
T8086,1709,2850.53,POS Payment,0,Mobile,Houston,4,98,5,UPI,1
T8087,3443,3194.74,Online Purchase,19,Desktop,,3,9,1,Debit Card,0
T8088,1911,1679.88,Bill Payment,7,Tablet,Miami,1,93,5,UPI,0
T8089,2360,3855.83,Bank Transfer,13,Desktop,New York,3,89,10,Credit Card,1
T8090,4052,468.31,Online Purchase,5,Tablet,Miami,2,1,6,Net Banking,0
T8091,4670,3898.07,ATM Withdrawal,23,Desktop,Miami,1,108,2,Debit Card,0
T8092,4213,164.83,Online Purchase,,Mobile,Houston,3,96,4,Credit Card,0
T8093,3364,,Bill Payment,9,Mobile,New York,2,7,10,UPI,0
T8094,2734,4307.88,ATM Withdrawal,5,Desktop,Houston,0,57,12,Debit Card,0
T8095,4629,437.04,POS Payment,10,Desktop,Chicago,3,119,5,Net Banking,0
T8096,2823,2591.11,Online Purchase,21,Unknown Device,,4,46,9,Debit Card,0
T8097,4598,801.16,Bill Payment,13,Tablet,Houston,1,7,5,Net Banking,0
T8098,2579,4474.6,Online Purchase,20,Mobile,New York,0,25,4,,0
T8099,4472,4162.57,Bill Payment,22,Tablet,Houston,4,70,7,Net Banking,0
T8100,1680,4669.92,Online Purchase,,,San Francisco,1,101,6,Net Banking,0
T8101,2333,4375.54,Bill Payment,17,Mobile,Boston,0,119,14,Debit Card,0
T8102,3542,3684.08,POS Payment,18,Mobile,Chicago,3,18,8,Credit Card,0
T8103,1555,928.52,Bill Payment,9,,Los Angeles,0,83,4,UPI,0
T8104,1609,1516,Bank Transfer,21,Desktop,Miami,4,111,1,Net Banking,0
T8105,4844,2486.79,Online Purchase,22,Unknown Device,Seattle,2,68,7,Debit Card,1
T8106,3156,,ATM Withdrawal,15,Mobile,Los Angeles,1,4,14,UPI,0
T8107,4866,3912.01,ATM Withdrawal,0,Tablet,Miami,4,84,6,Net Banking,1
T8108,1371,1138.66,ATM Withdrawal,18,Desktop,New York,3,86,14,UPI,0
T8109,3902,645.75,Bill Payment,6,Desktop,San Francisco,2,53,3,Net Banking,0
T8110,1615,2415.64,ATM Withdrawal,14,Tablet,Seattle,0,99,3,UPI,0
T8111,3815,793.42,Bill Payment,12,Desktop,Los Angeles,1,10,11,Net Banking,0
T8112,2914,3470.22,ATM Withdrawal,5,Unknown Device,Chicago,2,11,8,Net Banking,0
T8113,3253,2880.28,ATM Withdrawal,8,Desktop,Boston,3,59,7,Credit Card,0
T8114,1846,3706.83,POS Payment,12,Desktop,Boston,3,43,3,Invalid Method,0
T8115,1042,321.87,POS Payment,15,Desktop,Miami,0,52,5,Net Banking,0
T8116,1864,4823.66,POS Payment,5,Mobile,,3,103,10,Net Banking,0
T8117,2268,5.03,Online Purchase,18,Tablet,Houston,0,82,4,UPI,0
T8118,4358,1630.58,Bill Payment,14,Tablet,,0,73,6,UPI,0
T8119,2378,3399.78,Bill Payment,7,Desktop,Chicago,4,48,11,Net Banking,0
T8120,1784,230.48,POS Payment,10,Tablet,Los Angeles,3,106,5,Invalid Method,0
T8121,1475,421.33,POS Payment,8,,Boston,0,22,3,Credit Card,0
T8122,1082,388.02,ATM Withdrawal,1,Mobile,Miami,4,49,12,Invalid Method,1
T8123,2133,,ATM Withdrawal,1,Desktop,Los Angeles,4,77,5,Net Banking,0
T8124,3237,4480.15,ATM Withdrawal,4,Tablet,New York,0,71,8,Debit Card,0
T8125,1799,2779.41,Online Purchase,5,Desktop,Miami,1,76,7,Credit Card,0
T8126,1935,3019.84,POS Payment,22,Desktop,Houston,4,42,5,Net Banking,0
T8127,4980,1733.28,POS Payment,6,Tablet,Houston,0,7,14,UPI,0
T8128,3298,98.61,POS Payment,,Unknown Device,Houston,0,117,14,Credit Card,0
T8129,4795,112.97,ATM Withdrawal,10,Desktop,New York,2,34,6,Credit Card,0
T8130,3338,4442.11,Online Purchase,2,Desktop,Boston,1,20,3,Net Banking,0
T8131,2668,517.35,Bank Transfer,1,Desktop,Seattle,2,50,12,,0
T8132,4272,4998.95,Bank Transfer,0,Tablet,Houston,4,26,6,Debit Card,0
T8133,4868,826.29,ATM Withdrawal,20,Desktop,San Francisco,2,54,5,Debit Card,0
T8134,1325,3374.8,ATM Withdrawal,18,Mobile,San Francisco,4,61,9,Credit Card,0
T8135,2534,4745.03,POS Payment,1,Mobile,New York,1,19,12,Debit Card,0
T8136,4480,1814.63,Bill Payment,21,Mobile,Seattle,2,37,11,Debit Card,0
T8137,4678,3673.49,ATM Withdrawal,,,New York,1,89,1,Net Banking,0
T8138,4861,1757.53,ATM Withdrawal,18,Mobile,Boston,3,68,11,UPI,0
T8139,2985,1528.18,Bank Transfer,19,Tablet,New York,0,5,4,Net Banking,0
T8140,2964,1013.01,ATM Withdrawal,9,Desktop,New York,4,118,6,UPI,0
T8141,1836,4105.57,Bill Payment,2,Tablet,Houston,2,63,12,Net Banking,0
T8142,1507,1290.65,POS Payment,9,Tablet,Miami,2,53,14,Debit Card,0
T8143,3778,,Bill Payment,11,Desktop,Chicago,4,70,8,Debit Card,0
T8144,4672,4994.85,Online Purchase,3,Mobile,Seattle,0,116,5,UPI,1
T8145,3119,1639.92,ATM Withdrawal,10,Desktop,New York,4,29,5,Credit Card,0
T8146,2270,2116.76,ATM Withdrawal,11,Tablet,New York,0,87,7,Debit Card,0
T8147,1640,49997.8,Bill Payment,17,Tablet,Los Angeles,4,7,14,Debit Card,1
T8148,4795,1849.66,Online Purchase,12,Desktop,Chicago,3,59,2,UPI,0
T8149,3987,1833.93,POS Payment,8,Mobile,,2,115,1,Credit Card,0
T8150,2878,4139.43,Bill Payment,0,Tablet,Los Angeles,3,28,7,UPI,0
T8151,1607,1563.09,Bank Transfer,13,Desktop,New York,4,76,6,Credit Card,0
T8152,4658,1172.76,Online Purchase,16,Tablet,New York,3,96,5,UPI,0
T8153,2958,2118.94,POS Payment,7,Mobile,Los Angeles,2,24,5,Debit Card,0
T8154,1565,3504.7,Online Purchase,15,Tablet,Los Angeles,0,63,8,UPI,0
T8155,2367,221,Bank Transfer,10,Desktop,Chicago,0,11,13,UPI,0
T8156,4996,1872.71,Online Purchase,4,Desktop,New York,2,56,9,Net Banking,0
T8157,3101,1734.49,Bill Payment,11,Desktop,Los Angeles,4,90,3,UPI,0
T8158,2753,1227.87,Bill Payment,14,Desktop,Chicago,0,54,3,Net Banking,0
T8159,3575,3273.17,Online Purchase,11,Desktop,Los Angeles,0,83,10,UPI,0
T8160,3658,1453.5,ATM Withdrawal,10,Desktop,San Francisco,4,45,12,Debit Card,0
T8161,4603,3035.62,Online Purchase,23,Tablet,Chicago,2,44,12,Debit Card,0
T8162,2581,2524.16,Bill Payment,20,Desktop,Los Angeles,0,111,12,Credit Card,0
T8163,2986,1089.86,POS Payment,3,Mobile,Seattle,4,13,12,Debit Card,0
T8164,3240,1336.5,Online Purchase,20,Desktop,Houston,0,95,12,Credit Card,0
T8165,4966,857.15,Bank Transfer,12,Mobile,Houston,1,16,14,Net Banking,0
T8166,3105,287.86,Bank Transfer,19,Tablet,San Francisco,1,36,13,Credit Card,0
T8167,4508,3097.85,POS Payment,22,Mobile,San Francisco,3,116,2,Debit Card,0
T8168,4182,3365.58,POS Payment,21,Mobile,Chicago,0,78,6,UPI,0
T8169,1128,,POS Payment,15,Tablet,Boston,3,117,2,Credit Card,0
T8170,2872,3078.88,POS Payment,7,Desktop,Houston,3,13,1,Debit Card,0
T8171,1705,4910.51,Online Purchase,19,Desktop,Seattle,3,21,2,Debit Card,0
T8172,4996,376.64,POS Payment,22,Tablet,Houston,0,29,8,Invalid Method,0
T8173,1851,2454.4,POS Payment,11,Mobile,San Francisco,3,65,2,Credit Card,0
T8174,4397,3666.53,ATM Withdrawal,4,Mobile,Boston,3,22,9,Credit Card,0
T8175,1007,234.82,Bank Transfer,16,,Houston,0,40,13,UPI,1
T8176,3076,3892.48,Online Purchase,2,Tablet,Miami,2,63,6,Net Banking,0
T8177,2135,4897.66,Bill Payment,0,Tablet,San Francisco,2,5,14,Credit Card,0
T8178,3994,447,ATM Withdrawal,15,Mobile,Boston,3,7,5,Net Banking,0
T8179,4744,4112.04,ATM Withdrawal,2,Tablet,San Francisco,1,49,4,UPI,0
T8180,3178,1896.01,Bill Payment,16,Desktop,Los Angeles,3,110,1,Net Banking,0
T8181,3235,724.86,ATM Withdrawal,3,Tablet,Miami,2,54,7,UPI,0
T8182,2698,2468.5,Online Purchase,20,Desktop,Seattle,2,33,4,UPI,0
T8183,3756,362.24,Bank Transfer,2,Tablet,Seattle,2,33,11,UPI,0
T8184,2498,2612.9,POS Payment,0,Desktop,Houston,1,95,1,Credit Card,0
T8185,4435,101.69,ATM Withdrawal,5,Unknown Device,,4,47,5,Credit Card,0
T8186,4275,3644.41,Online Purchase,10,Tablet,Houston,0,90,13,Debit Card,0
T8187,3259,2442.41,ATM Withdrawal,7,Tablet,Boston,2,2,13,Credit Card,0
T8188,2644,2297.4,Online Purchase,5,Desktop,Boston,0,116,13,Net Banking,0
T8189,1275,984.98,ATM Withdrawal,4,Unknown Device,Seattle,2,10,12,Debit Card,0
T8190,4144,1809.51,Online Purchase,4,Mobile,Houston,0,13,5,Debit Card,0
T8191,2702,913.44,POS Payment,17,Desktop,Chicago,1,9,6,Net Banking,0
T8192,2795,3678.27,Online Purchase,9,Desktop,Chicago,1,66,3,Debit Card,0
T8193,1242,999.13,Bill Payment,13,Mobile,Los Angeles,2,5,14,Net Banking,0
T8194,4858,3085.68,ATM Withdrawal,22,Mobile,Houston,4,36,7,Debit Card,0
T8195,4173,1401.64,POS Payment,14,Desktop,Boston,3,96,11,UPI,0
T8196,4034,3286.63,ATM Withdrawal,14,Desktop,Boston,3,47,6,Net Banking,0
T8197,3732,2704.57,Online Purchase,4,Mobile,Boston,4,11,2,UPI,0
T8198,1170,2120.08,ATM Withdrawal,1,Tablet,Los Angeles,0,41,10,Credit Card,0
T8199,1652,3366.64,Bank Transfer,5,Desktop,San Francisco,1,17,10,Net Banking,0
T8200,2932,49997.8,Online Purchase,9,Desktop,Los Angeles,1,67,5,Debit Card,0
T8201,3235,4107.75,Online Purchase,7,Desktop,Miami,4,30,4,Credit Card,0
T8202,4512,3649.34,ATM Withdrawal,17,Tablet,Houston,2,37,2,,0
T8203,2109,2705.49,POS Payment,20,Tablet,Houston,0,89,8,Debit Card,0
T8204,2499,4385.92,Bill Payment,,Mobile,Miami,1,115,13,UPI,0
T8205,3099,4145.16,POS Payment,6,,Miami,3,58,6,UPI,0
T8206,3158,2661.54,Bill Payment,18,Mobile,New York,4,94,5,Debit Card,0
T8207,2972,346.9,Bank Transfer,3,Tablet,New York,1,67,14,Debit Card,0
T8208,3924,,Bill Payment,8,Desktop,Boston,1,26,2,Net Banking,0
T8209,4925,1779.51,POS Payment,6,Tablet,Los Angeles,1,106,14,Credit Card,0
T8210,2066,2702.86,Bill Payment,9,Mobile,New York,4,92,5,Net Banking,0
T8211,3258,3237.42,Bill Payment,19,Mobile,New York,1,54,11,Debit Card,0
T8212,3035,3225.97,Bank Transfer,4,Desktop,Houston,1,51,2,Net Banking,0
T8213,4271,,Bill Payment,6,,Miami,1,31,6,Net Banking,0
